gene_id,symbol,product,biotype,protein_id,log2FoldChange,lfcSE,pvalue,padj,WT_mean,KO_mean
HFX_RS20555,"",hypothetical protein,protein_coding,WP_320051485.1,1.74276818709864,0.53230353688519,5.8857445427744e-06,0.000151937961773077,64.018230642496,271.744252538761
HFX_RS10715,"",hypothetical protein,protein_coding,WP_004060008.1,-0.978007749573942,0.289493498523867,6.14044851152362e-06,0.00015747018617052,1565.88165771424,683.301336839432
HFX_RS16950,"",alpha/beta hydrolase,protein_coding,WP_014732725.1,-1.76198120965071,0.540067002612874,6.23606064202173e-06,0.000158876891389547,1356.08096881228,317.742310225175
HFX_RS04370,"",hypothetical protein,protein_coding,WP_004057301.1,-1.72782309579975,0.532666925824828,6.37954318092864e-06,0.000161477008566622,69.1529753029766,16.5544492101112
HFX_RS11035,"",CAP domain-containing protein,protein_coding,WP_081603728.1,-2.26916133634805,0.684098263807025,7.0000700562909e-06,0.000176040471480141,1083.63199088427,155.931556322044
HFX_RS03700,"",hypothetical protein,protein_coding,WP_004057465.1,0.984071384615708,0.302449104566041,9.42206243065721e-06,0.000235430765094242,10617.2753206124,24697.6733355709
HFX_RS16635,"",DUF4129 domain-containing protein,protein_coding,WP_004056480.1,0.731844750921319,0.197582996649885,9.48981266730537e-06,0.000235613310682524,262.180353808254,480.150585415059
HFX_RS16010,"",ABC transporter,protein_coding,WP_014732660.1,1.12919865601159,0.366335311865344,1.04820423257822e-05,0.000258601272062652,130.833741098528,347.579666139157
HFX_RS14825,"",hypothetical protein,protein_coding,WP_004058852.1,-0.648954643537924,0.16973164139461,1.05488985151805e-05,0.000258613876806124,846.119447133943,500.79607736105
HFX_RS05700,"","ATPase, T2SS/T4P/T4SS family",protein_coding,WP_004572503.1,-0.972657262496038,0.302955190605962,1.16299804025291e-05,0.000283335397556614,546.283443234275,235.839552382015
HFX_RS02525,"",hypothetical protein,protein_coding,WP_231512924.1,1.26872398083967,0.425479300667191,1.22245170818267e-05,0.000295969984999754,691.33607255743,2048.39564005199
HFX_RS19955,"",hypothetical protein,protein_coding,WP_004057638.1,-0.704289287154495,0.191866592241152,1.30254251250566e-05,0.000313414241589324,719.720806292058,402.174024084798
HFX_RS12375,"",DUF4350 domain-containing protein,protein_coding,WP_004059636.1,0.815331316059505,0.238029815742424,1.42324726687127e-05,0.000340356923083693,1112.56667451228,2230.29440609661
HFX_RS15550,"",ABC transporter substrate-binding protein,protein_coding,WP_004056426.1,1.00896131770467,0.326132833429985,1.49167380222219e-05,0.000354545395186714,1353.52781658207,3255.93913989131
HFX_RS04365,"",hypothetical protein,protein_coding,WP_004057303.1,-1.04341400582671,0.345099931022514,1.67013042300549e-05,0.000394555659931842,134.58429618256,53.8268082525551
HFX_RS05620,"",plastocyanin/azurin family copper-binding protein,protein_coding,WP_004572517.1,-0.531670677863483,0.138605709003716,1.82744175489548e-05,0.000429118551842324,4157.18601094879,2741.40973706204
HFX_RS10275,"",hypothetical protein,protein_coding,WP_004060128.1,-0.664761474993633,0.182308545706947,1.85309031252099e-05,0.000432535690910588,834.131045265841,483.255812711474
HFX_RS07545,"",transcription initiation factor IIB,protein_coding,WP_004056913.1,0.633559023406622,0.171792500640539,1.92838573346765e-05,0.000445594894654892,14284.9258093458,23912.7723399128
HFX_RS11255,"",hypothetical protein,protein_coding,WP_004059892.1,1.10744652456735,0.378501540986745,1.9319019291092e-05,0.000445594894654892,226.918672083248,600.384097590844
HFX_RS19710,"",hypothetical protein,protein_coding,WP_137685678.1,0.910367901953759,0.288320237237463,1.95048159331159e-05,0.000447233955925211,14747.175729922,32611.0421109847
HFX_RS04570,"",sulfite exporter TauE/SafE family protein,protein_coding,WP_004572732.1,0.866286380787587,0.269781063009609,2.11931063745406e-05,0.000483103676303856,7192.11384341714,15274.8581593672
HFX_RS12980,"",PQQ-binding-like beta-propeller repeat protein,protein_coding,WP_004059513.1,0.805841399504337,0.244628494024039,2.38924193110737e-05,0.000541468898107938,1461.12063928917,2925.86426884981
HFX_RS04565,"",heavy metal translocating P-type ATPase,protein_coding,WP_004572733.1,0.986830150768801,0.334984299937919,2.72400785332663e-05,0.000613767781055908,11269.2765044171,27004.9899814442
HFX_RS06460,"",hypothetical protein,protein_coding,WP_231512898.1,-1.68793156410322,0.615529178122525,2.85427773991209e-05,0.000639158307275289,627.124175372578,143.593128946234
HFX_RS04060,"",FkbM family methyltransferase,protein_coding,WP_004057391.1,0.831211309027782,0.260715776871212,2.86948957858326e-05,0.000639158307275289,2225.64017815728,4598.28586180936
HFX_RS12890,"",hypothetical protein,protein_coding,WP_004059530.1,1.98295707975101,0.728379282399164,3.13275705422147e-05,0.000693834488486095,967.136173597801,5708.5756696736
HFX_RS11985,"",hypothetical protein,protein_coding,WP_004059715.1,-0.658581092644535,0.18769515363704,3.15359135079979e-05,0.000694502773187434,969.998595012916,561.894358529455
HFX_RS12950,"",hypothetical protein,protein_coding,WP_004059519.1,1.10711712609757,0.40000187216204,3.31961377554179e-05,0.000726958117812467,763.774610700569,2052.57903174837
HFX_RS08155,"",ester cyclase,protein_coding,WP_014732338.1,1.53425813746508,0.574264337138569,3.36529633086991e-05,0.000729606139977985,761.661876059644,2934.67390422516
HFX_RS09820,"",FAD-dependent oxidoreductase,protein_coding,WP_004060222.1,0.880757139021201,0.289229015899049,3.36914071821542e-05,0.000729606139977985,702.113256212311,1532.50040190455
HFX_RS11015,"",hypothetical protein,protein_coding,WP_004059950.1,0.63114697720709,0.178548233582472,3.40577065192502e-05,0.000733463756972582,1776.5851747757,2985.22462944778
HFX_RS16590,"",alkaline phosphatase D family protein,protein_coding,WP_004056114.1,0.559286341675256,0.153927446192282,3.50055188049433e-05,0.000749733584075104,681.173561726889,1066.8817015511
HFX_RS09525,"",hypothetical protein,protein_coding,WP_004060279.1,0.645438515123343,0.184475672230807,3.54649472479816e-05,0.000755422756134602,3052.84639606541,5212.82242286037
HFX_RS08640,"",DUF6517 family protein,protein_coding,WP_004056608.1,-0.646999588067468,0.185755473068274,3.71040913517205e-05,0.000781834124858579,4462.71536141442,2607.6862996668
HFX_RS04485,"",recombinase family protein,protein_coding,WP_004057254.1,-0.751472681309223,0.229424010812651,3.71060320930829e-05,0.000781834124858579,340.716401235714,177.750324185386
HFX_RS07930,"",cytochrome P450,protein_coding,WP_081603706.1,1.39222324698979,0.52815724855947,3.74781263904995e-05,0.000785428691775092,5652.83112095641,19401.9981025466
HFX_RS02885,"",hypothetical protein,protein_coding,WP_004057673.1,-0.913625711621911,0.309730720734869,3.82365241561058e-05,0.000797037278933157,456.630744504569,201.89994274239
HFX_RS16680,nikB,nickel ABC transporter permease,protein_coding,WP_014732705.1,-0.578104464242403,0.161870362543253,4.0055927932561e-05,0.000830521314261292,1582.37374831542,991.956869949218
HFX_RS12535,"",YIP1 family protein,protein_coding,WP_004059604.1,1.64222448104657,0.628565648378912,4.09252329570152e-05,0.000844055862785426,349.690984635791,1507.41980260973
HFX_RS14560,"",ArsA family ATPase,protein_coding,WP_004058979.1,-0.845597507355796,0.278206299125949,4.24626801724089e-05,0.000871155406905525,228.394308318285,107.744723433189
HFX_RS04115,"",type IV pilin N-terminal domain-containing protein,protein_coding,WP_231512915.1,-1.19047882629481,0.451468094197012,4.35889374477487e-05,0.000889579466865573,1168.0576330937,400.259725772889
HFX_RS12070,"",universal stress protein,protein_coding,WP_004059698.1,0.616504247764069,0.177039638484475,4.46562004267862e-05,0.00090661390241465,18885.2461791605,31382.7897357179
HFX_RS18925,"",ABC transporter ATP-binding protein,protein_coding,WP_004060651.1,0.705931866261083,0.215208583695089,5.00282721661596e-05,0.00101041556944917,7708.87124884178,14112.2262636978
HFX_RS01795,"",ROK family protein,protein_coding,WP_004058109.1,0.493593222746821,0.136752468597348,5.0529102292151e-05,0.001015270313066,8503.03676809811,12535.2435852013
HFX_RS15525,"",hypothetical protein,protein_coding,WP_004056431.1,1.10829201096067,0.420666551802606,5.13611679810686e-05,0.00102669657841131,1822.60979219559,4987.4079048129
HFX_RS07955,"",hypothetical protein,protein_coding,WP_004056808.1,-0.668559179079013,0.200620363953579,5.40211449824277e-05,0.00107435930174236,1412.8599117049,801.6997495155
HFX_RS18570,"",hypothetical protein,protein_coding,WP_004060724.1,1.14173358679775,0.442910169638501,5.7459216669795e-05,0.00113693414507036,437.360785397144,1241.44296045079
HFX_RS18835,"",hypothetical protein,protein_coding,WP_004060670.1,-1.18505074145243,0.466678161633537,6.03121770044333e-05,0.00118735790890546,365.142665383957,124.158955646091
HFX_RS00175,"",2'-5' RNA ligase family protein,protein_coding,WP_004058768.1,-0.484738892363348,0.136241752357269,6.32588294154166e-05,0.0012391101359864,2033.56306064824,1389.01122836448
HFX_RS05715,tatA,twin-arginine translocase TatA/TatE family subunit,protein_coding,WP_004572501.1,0.779351476339706,0.256587980751771,6.56568904718153e-05,0.00127965279529568,23319.5220058633,46553.9827271099
HFX_RS08950,"",5'-deoxyadenosine deaminase,protein_coding,WP_004060425.1,-0.814743069233659,0.27549199928035,6.67016625785862e-05,0.00129354766533,7954.37793046347,3832.06777162641
HFX_RS16630,"",DUF58 domain-containing protein,protein_coding,WP_004056481.1,0.703527927289218,0.223575765638385,7.8055143730653e-05,0.00150623242704003,408.010705365028,751.940134429672
HFX_RS17930,"",hypothetical protein,protein_coding,WP_004060870.1,1.00034118240858,0.386261211673335,8.13531965277937e-05,0.00155778952257017,7281.15789787102,18400.9531472349
HFX_RS06010,"",solute carrier family 23 protein,protein_coding,WP_004572441.1,-0.782465608819882,0.264344127974612,8.15261833258886e-05,0.00155778952257017,1218.81239985511,604.198367647369
HFX_RS08615,"",glutamate--cysteine ligase,protein_coding,WP_004056619.1,-0.522065712417203,0.151614599683185,8.23872639611964e-05,0.00156656368254021,5720.9165579381,3760.51795346173
HFX_RS02880,"",hypothetical protein,protein_coding,WP_004057675.1,-0.978271516776055,0.379719647537688,9.20031233169656e-05,0.00173918943178514,199.354795272894,79.9409471512863
HFX_RS15885,nosZ,TAT-dependent nitrous-oxide reductase,protein_coding,WP_004056356.1,0.861903988854418,0.312655015444192,9.2358186859806e-05,0.00173918943178514,51047.202153153,112671.204747391
HFX_RS12330,"",HalOD1 output domain-containing protein,protein_coding,WP_004059645.1,0.611423344046856,0.187832587826082,9.9190503905835e-05,0.00185886819338916,9358.90549266151,15653.1094522853
HFX_RS12905,"",hypothetical protein,protein_coding,WP_004059527.1,1.44389416046783,0.627188032581493,0.000101637155343179,0.0018956058924771,2590.83631885647,10040.3178848508
HFX_RS11595,"",PstS family phosphate ABC transporter substrate-binding protein,protein_coding,WP_004059793.1,0.645715096193458,0.204126163634897,0.000108176487721692,0.00200796166256741,11957.8352107188,20802.2265231584
HFX_RS16190,"",ABC transporter ATP-binding protein,protein_coding,WP_004056225.1,0.785499386365021,0.276146510689392,0.000112810929722051,0.00207626120166111,5885.62262783789,12024.0652962451
HFX_RS15800,"",hypothetical protein,protein_coding,WP_004056373.1,0.51083720730198,0.151702392080892,0.00011292133780199,0.00207626120166111,7301.78706715966,11016.3150625318
HFX_RS10085,"",hypothetical protein,protein_coding,WP_004060169.1,-0.751201249328479,0.258024366726347,0.000115900485815488,0.00212103330379704,825.017135839847,418.886629075897
HFX_RS01870,"",HAMP domain-containing methyl-accepting chemotaxis protein,protein_coding,WP_004058070.1,-0.684581125396494,0.225057712642131,0.000122478918531082,0.00223094777772971,33445.5930315934,18338.8344675871
HFX_RS10985,"",hypothetical protein,protein_coding,WP_004059956.1,0.823690299402467,0.302067186605998,0.000125561294379877,0.0022764554674082,2357.91030027565,5052.47394960876
HFX_RS14000,"",PaaI family thioesterase,protein_coding,WP_179955347.1,-0.541035712166498,0.164769748206238,0.000131207871908494,0.00236781613286718,1587.6862090158,1018.41896525981
HFX_RS15995,"",oleate hydratase,protein_coding,WP_004056315.1,1.03564326482789,0.433543018503889,0.000133654800264778,0.00240085903885763,2846.60514951882,7641.93506712276
HFX_RS01880,"",helix-turn-helix domain-containing protein,protein_coding,WP_004058066.1,-0.558915091904332,0.172773767861354,0.000141228496166651,0.00252526916540186,8614.43318860387,5419.96035664592
HFX_RS01920,"",UPF0146 family protein,protein_coding,WP_269321957.1,-0.491908530457202,0.148164111567206,0.000144026716076014,0.00256354401490549,754.924686695787,508.225063542897
HFX_RS02425,"",cytochrome c biogenesis protein CcdA,protein_coding,WP_004057843.1,0.79142359762213,0.288281175128048,0.000144786504150445,0.00256535360535651,187.461719538844,391.03904868364
HFX_RS01845,"",hypothetical protein,protein_coding,WP_004058089.1,-0.550341885334055,0.170554968966967,0.000151492128900088,0.00267201954050924,2185.59055969946,1387.03442395839
HFX_RS17530,"",archaea-specific SMC-related protein,protein_coding,WP_004060966.1,-0.758773242972804,0.275202069297827,0.000172084428085294,0.00302155450755169,12503.6739521477,6217.02868811035
HFX_RS19890,"",hypothetical protein,protein_coding,WP_004058659.1,0.553963159008757,0.174612045791507,0.000177589895949446,0.00310423952650646,374.938105708309,595.565694434727
HFX_RS06800,"",CPBP family intramembrane glutamic endopeptidase,protein_coding,WP_004057110.1,0.578369542374257,0.184940850546307,0.000180403456188353,0.00313934228670625,276.510965199973,450.663422945718
HFX_RS17315,"",saccharopine dehydrogenase NADP-binding domain-containing protein,protein_coding,WP_004061011.1,1.55162942312483,0.750439998923886,0.000182049952777634,0.00315391429300985,1138.68165274521,5345.61067815148
HFX_RS18280,"",hypothetical protein,protein_coding,WP_004060801.1,0.776759788713146,0.288413398099951,0.000183701888821931,0.0031684511620703,212.478067926855,438.912463754782
HFX_RS08575,"",mechanosensitive ion channel,protein_coding,WP_004056632.1,0.55087569706069,0.175474249393254,0.000200763150589189,0.00344746590747426,776.358274085718,1229.76140120696
HFX_RS02465,acnA,aconitate hydratase AcnA,protein_coding,WP_004057833.1,0.877138879717546,0.361951590942691,0.000221690112982431,0.00377917180935802,13336.5518448016,31162.7292084246
HFX_RS12765,"",flippase,protein_coding,WP_004059557.1,0.854054912028874,0.346552749006751,0.000222019072432782,0.00377917180935802,1301.97203680429,2965.0024047662
HFX_RS15485,"",ParA family protein,protein_coding,WP_004056440.1,-0.922370835747575,0.393176832223362,0.000224636650454581,0.00380642612469737,1132.2835123581,459.830570370892
HFX_RS02875,"",hypothetical protein,protein_coding,WP_004057677.1,-1.08167478691123,0.498483744359101,0.000225573225963338,0.00380642612469737,251.159893841269,85.8250852897681
HFX_RS09610,"",DNA-directed RNA polymerase subunit N,protein_coding,WP_004060264.1,-0.621684153456961,0.209611655907649,0.000229950197020644,0.00386355977580376,10880.8054091785,6321.06779197192
HFX_RS07380,"",ABC transporter ATP-binding protein,protein_coding,WP_004056947.1,-0.712676148523862,0.25887918094493,0.000234941004722484,0.00393047225926285,1095.45776201372,570.013943587776
HFX_RS08665,"",UPF0058 family protein,protein_coding,WP_004056595.1,-0.74463351247537,0.280133337301856,0.000247688060062387,0.00412601734240678,16418.5305123028,8186.56174734974
HFX_RS00245,"",sodium:calcium antiporter,protein_coding,WP_004058732.1,0.755008293421521,0.286927480771036,0.000249411364780104,0.0041370446804802,99.3993944855206,203.860494593553
HFX_RS19810,"",hypothetical protein,protein_coding,WP_155844699.1,0.949774097628214,0.418834550395372,0.000250986669348631,0.00414553405559731,7784.60263438546,19885.9304692062
HFX_RS12525,"",hypothetical protein,protein_coding,WP_004059606.1,1.07695273197358,0.505956579986334,0.000256509538363777,0.00421887839891141,3399.14094596518,9975.68964244694
HFX_RS01175,"",hypothetical protein,protein_coding,WP_004058353.1,0.577377228466693,0.191546622655752,0.000257809722291601,0.00422244662812042,8930.94933976919,14638.5448122496
HFX_RS09185,"",DUF4013 domain-containing protein,protein_coding,WP_004060379.1,-0.534797623274555,0.174600518413988,0.000277431237445588,0.00452479901072345,2281.76823514458,1457.81358995937
HFX_RS03235,"",Rieske 2Fe-2S domain-containing protein,protein_coding,WP_004057560.1,-0.667395532705952,0.238595926665479,0.000279470843304425,0.00453907228000271,651.147993274901,355.171082345465
HFX_RS04590,"",b(o/a)3-type cytochrome-c oxidase subunit 1,protein_coding,WP_004572728.1,0.644581876762155,0.227173406744983,0.000289146086029164,0.00466187733922478,31966.6205614114,56922.2867065103
HFX_RS08915,rrf,5S ribosomal RNA,rRNA,"",-1.40322678969234,0.727641028438101,0.000289423888171472,0.00466187733922478,45.7891139886932,10.5672925215884
